image_name,distance,x_min,y_min,x_max,y_max,conf,class,width,height,center_x,center_y,bottom_y,dist_to_center,GPS_latitude,GPS_longitude,GPS_Altitude,GPS_Direction,exposure,aperture,iso,focus,zoom,iphone,day,hour,minute,second,car_brand,car_model,car_gen,car_body,car_colour,car_width_m,car_height_m,calc_dist
img_1615.jpg,2.26,1234.5718994140625,906.3523559570312,2871.012939453125,2309.587890625,0.931351602077484,2.0,1636.4410400390625,1403.2355346679688,2052.7924194335938,1607.9701232910156,714.412109375,102.78106193394883,54.329569444444445,48.39550277777778,180.8812481066344,338.9821472242602,1898,1.8,32,1.54,1.23529,11,7,11,12,5,Hyundai,Creta,New,SUV,Grey,1.78,1.63,3.3803697984051593
img_1618.jpg,1.6,1304.8857421875,1063.7764892578125,2639.54052734375,2226.500244140625,0.9285955429077148,2.0,1334.65478515625,1162.7237548828125,1972.213134765625,1645.1383666992188,797.499755859375,140.153894895536,54.32954444444445,48.39535833333333,181.54282744282744,334.21406539173347,1808,1.8,32,1.54,1.23529,11,7,11,12,48,Hyundai,Creta,New,SUV,Grey,1.78,1.63,3.7145738867113276
img_1619.jpg,3.65,1348.4404296875,1109.1083984375,2487.748046875,2094.55322265625,0.9173600077629088,2.0,1139.3076171875,985.44482421875,1918.09423828125,1601.830810546875,929.44677734375,132.87254306754727,54.32954444444445,48.39533333333333,181.70044977511245,341.38452163315054,1838,1.8,32,1.54,1.23529,11,7,11,13,0,Hyundai,Creta,New,SUV,Grey,1.78,1.63,4.0253007376812775
img_1623.jpg,5.56,1600.196044921875,1275.5809326171875,2212.98583984375,1807.9295654296875,0.8852249979972839,2.0,612.789794921875,532.3486328125,1906.5909423828125,1541.7552490234375,1216.0704345703125,113.38305311256984,54.32953888888889,48.39533333333333,181.7761228230981,338.6572265625,773,2.4,20,1.54,1.2352941176470589,11,7,11,14,39,Hyundai,Creta,New,SUV,Grey,1.78,1.63,5.849393023104245
img_1626.jpg,1.75,1125.765380859375,845.4107666015625,2949.562744140625,2329.908203125,0.932205319404602,2.0,1823.79736328125,1484.4974365234375,2037.6640625,1587.6594848632812,694.091796875,78.69999525909128,54.33022777777778,48.39383611111111,182.6681559707555,271.52597047566974,122,2.4,64,1.54,1.3795620437956204,11,7,11,45,32,Chevrolet,Aveo,New,Hatch,Turquose,1.735,1.517,3.568158603174111
img_1627.jpg,1.36,639.2588500976562,882.999267578125,3085.8525390625,2887.390380859375,0.9264838695526124,2.0,2446.5936889648438,2004.39111328125,1862.5556945800781,1885.19482421875,136.609619140625,403.50902305830283,54.330263888888894,48.39383611111111,182.74223069590084,276.87178019461936,121,2.4,64,1.54,1.3795620437956204,11,7,11,45,42,Chevrolet,Aveo,New,Hatch,Turquose,1.735,1.517,3.2006724256373276
img_1628.jpg,1.12,758.8907470703125,783.5901489257812,3420.209228515625,2966.42919921875,0.9372308850288392,2.0,2661.3184814453125,2182.8390502929688,2089.5499877929688,1875.0096740722656,57.57080078125,370.3857775001605,54.33031111111112,48.39383055555555,182.6589229144668,274.1142730102268,122,2.4,64,1.54,1.3795620437956204,11,7,11,45,55,Chevrolet,Aveo,New,Hatch,Turquose,1.735,1.517,3.1138450065556382
img_1631.jpg,2.18,1260.20703125,871.1705932617188,2780.193603515625,2121.91455078125,0.9265824556350708,2.0,1519.986572265625,1250.7439575195312,2020.2003173828125,1496.5425720214844,902.08544921875,16.01795073744936,54.33018888888889,48.393816666666666,183.15294880103693,264.60470588235296,122,2.4,64,1.54,1.3795620437956204,11,7,11,46,40,Chevrolet,Aveo,New,Hatch,Turquose,1.735,1.517,3.8567080605180295
img_1634.jpg,2.49,1297.3612060546875,1030.420654296875,2618.981201171875,2110.88623046875,0.9328693747520448,2.0,1321.6199951171875,1080.465576171875,1958.1712036132812,1570.6534423828125,913.11376953125,82.36744499430877,54.33017777777778,48.39383055555555,182.4135687732342,277.4668576104746,122,2.4,50,1.54,1.3795620437956204,11,7,11,47,19,Chevrolet,Aveo,New,Hatch,Turquose,1.735,1.517,4.116697404946915
img_1635.jpg,3.11,1444.2222900390625,1010.1934204101562,2507.4404296875,1919.8663330078125,0.9218016266822816,2.0,1063.2181396484375,909.6729125976562,1975.8313598632812,1465.0298767089844,1104.1336669921875,61.8038197234315,54.33018888888889,48.39384166666667,182.46754807692307,276.91647331786544,122,2.4,50,1.54,1.3795620437956204,11,7,11,47,31,Chevrolet,Aveo,New,Hatch,Turquose,1.735,1.517,4.600869829395272
img_1637.jpg,2.27,1276.33935546875,926.8833618164062,2712.51171875,2111.031982421875,0.9260514974594116,2.0,1436.17236328125,1184.1486206054688,1994.425537109375,1518.9576721191406,912.968017578125,22.668627005983886,54.330219444444445,48.39386388888889,182.75575715282625,284.8675842429995,122,2.4,64,1.54,1.3795620437956204,11,7,11,47,56,Chevrolet,Aveo,New,Hatch,Turquose,1.735,1.517,3.9577972548665836
img_1640.jpg,2.72,1312.3221435546875,1003.673828125,2514.590087890625,2006.0595703125,0.930598258972168,2.0,1202.2679443359375,1002.3857421875,1913.4561157226562,1504.86669921875,1017.9404296875,102.79169316010437,54.330219444444445,48.39387222222222,182.7676646706587,272.0663145539906,122,2.4,50,1.54,1.3795620437956204,11,7,11,48,35,Chevrolet,Aveo,New,Hatch,Turquose,1.735,1.517,4.314465130370922
img_1641.jpg,4.57,1555.5694580078125,1255.9337158203125,2323.310546875,1903.37255859375,0.909617245197296,2.0,767.7410888671875,647.4388427734375,1939.4400024414062,1579.6531372070312,1120.62744140625,102.16839139442921,54.33018611111112,48.39387222222222,182.67643229166663,268.5419006964727,122,2.4,40,1.54,1.3795620437956204,11,7,11,48,54,Chevrolet,Aveo,New,Hatch,Turquose,1.735,1.517,5.553929286235389
img_1643.jpg,5.49,1749.2554931640625,1205.7294921875,2367.864013671875,1701.0521240234375,0.8474398255348206,2.0,618.6085205078125,495.3226318359375,2058.5597534179688,1453.3908081054688,1322.9478759765625,72.43182991978243,54.330200000000005,48.39390555555556,182.6173756470853,260.4773561811505,122,2.4,40,1.54,1.3795620437956204,11,7,11,49,33,Chevrolet,Aveo,New,Hatch,Turquose,1.735,1.517,6.380681215043582
img_1649.jpg,4.36,1639.657470703125,1204.5166015625,2382.666259765625,1837.2891845703125,0.8909732103347778,2.0,743.0087890625,632.7725830078125,2011.161865234375,1520.9028930664062,1186.7108154296875,10.132573856736192,54.33020277777778,48.393975,182.61969365426697,342.6537019681349,516,2.4,20,1.54,1.3795620437956204,11,7,11,51,48,Datsun,Ondo,New,Sedan,Black,1.7,1.5,5.596598906298626
img_1650.jpg,4.69,1586.129638671875,1169.1385498046875,2273.184814453125,1754.0115966796875,0.8888769745826721,2.0,687.05517578125,584.873046875,1929.6572265625,1461.5750732421875,1269.9884033203125,99.98873818290843,54.33020277777778,48.39398055555556,182.774833953726,340.37477106227107,558,2.4,20,1.54,1.3795620437956204,11,7,11,51,51,Datsun,Ondo,New,Sedan,Black,1.7,1.5,5.879363750889895
img_1653.jpg,6.44,1671.1915283203125,1254.8880615234375,2194.310302734375,1719.165283203125,0.8540595769882202,2.0,523.1187744140625,464.2772216796875,1932.7509155273438,1487.0266723632812,1304.834716796875,86.91419423078348,54.33013611111112,48.394025,182.80720665229444,347.7316283586921,695,2.4,20,1.54,1.3795620437956204,11,7,11,52,51,Datsun,Ondo,New,Sedan,Black,1.7,1.5,7.056065281968039
img_1656.jpg,2.98,1557.1583251953125,922.7009887695312,2584.107421875,1797.389404296875,0.8972949981689453,2.0,1026.9490966796875,874.6884155273438,2070.6328735351562,1360.0451965332031,1226.610595703125,161.47759339097558,54.330172222222224,48.393994444444445,182.58587429993776,339.2824251726784,347,2.4,20,1.54,1.3795620437956204,11,7,11,53,45,Datsun,Ondo,New,Sedan,Black,1.7,1.5,4.636608210781452
img_1658.jpg,1.68,1143.02685546875,1070.46875,2921.901611328125,2576.51953125,0.893967866897583,2.0,1778.874755859375,1506.05078125,2032.4642333984375,1823.494140625,447.48046875,311.92895124548073,54.33023333333334,48.39398055555556,182.7796709753232,331.2219085262564,252,2.4,20,1.54,1.3795620437956204,11,7,11,54,24,Datsun,Ondo,New,Sedan,Black,1.7,1.5,3.5747575063846684
img_1662.jpg,4.16,1508.3651123046875,1052.9371337890625,2412.065185546875,1818.08154296875,0.9146643280982972,2.0,903.7000732421875,765.1444091796875,1960.2151489257812,1435.5093383789062,1205.91845703125,94.67191201515595,54.33015833333334,48.39407222222222,182.3212385099177,34.878173828125,888,2.4,20,1.54,1.3795620437956204,11,7,11,55,44,Renault,Captur,New,SUV,White,1.813,1.613,5.168965473261529
img_1665.jpg,3.09,1242.4493408203125,1139.649169921875,2358.829345703125,2076.1767578125,0.9252746105194092,2.0,1116.3800048828125,936.527587890625,1800.6393432617188,1607.9129638671875,947.8232421875,235.7530680787256,54.33021111111111,48.39419166666666,181.43304887509697,97.78660299107705,695,2.4,20,1.54,1.3795620437956204,11,7,11,56,44,Lada,Samara,Old,Hatch,Grey,1.65,1.402,4.367404404588427
img_1666.jpg,2.43,1281.6312255859375,948.0692749023438,2690.28759765625,2110.186767578125,0.8948648571968079,2.0,1408.6563720703125,1162.1174926757812,1985.9594116210938,1529.1280212402344,913.813232421875,34.58042888335535,54.33020833333334,48.39422222222222,182.21126619138468,37.776885986328125,705,2.4,20,1.54,1.3795620437956204,11,7,11,56,56,Lada,Samara,Old,Hatch,Grey,1.65,1.402,3.902038615312221
img_1667.jpg,1.9,1129.711669921875,1000.0196533203124,2848.509765625,2358.79150390625,0.9280250072479248,2.0,1718.798095703125,1358.7718505859375,1989.1107177734375,1679.4055786132812,665.20849609375,169.55135283891786,54.33021111111111,48.39423333333333,181.6985148514852,82.35696413678065,716,2.4,20,1.54,1.3795620437956204,11,7,11,57,10,Lada,Samara,Old,Hatch,Grey,1.65,1.402,3.5813023007757585
img_1672.jpg,4.96,1593.153564453125,1200.7303466796875,2280.35791015625,1734.2855224609375,0.8861567974090576,2.0,687.204345703125,533.55517578125,1936.7557373046875,1467.5079345703125,1289.7144775390625,90.88012464958051,54.33007777777778,48.394038888888886,181.70900609974885,177.42313395946613,122,2.4,50,1.54,1.237315875613748,11,7,17,8,11,Toyota,RAV4,New,SUV,White,1.845,1.67,5.559594343967707
img_1673.jpg,3.94,1261.4857177734375,996.6969604492188,2110.42431640625,1717.558349609375,0.8927672505378723,2.0,848.9385986328125,720.8613891601562,1685.9550170898438,1357.1276550292969,1306.441650390625,364.5752788943455,54.33003888888889,48.394038888888886,182.424016563147,184.6576842105264,121,2.4,64,1.54,1.237315875613748,11,7,17,8,27,Toyota,RAV4,New,SUV,White,1.845,1.67,4.8634336955490225
img_1674.jpg,3.36,1516.178955078125,974.1277465820312,2455.255615234375,1768.2423095703125,0.891655683517456,2.0,939.07666015625,794.1145629882812,1985.71728515625,1371.1850280761719,1255.7576904296875,144.0343678995273,54.33002777777778,48.39403055555555,182.5348627980207,175.0900039824771,122,2.4,64,1.54,1.237315875613748,11,7,17,8,36,Toyota,RAV4,New,SUV,White,1.845,1.67,4.579510726300275
img_1675.jpg,2.9,1418.0546875,1041.488525390625,2481.982666015625,1922.8935546875,0.8950772881507874,2.0,1063.927978515625,881.405029296875,1950.0186767578125,1482.1910400390625,1101.1064453125,72.4024109456502,54.33004722222223,48.39398611111111,182.4051740182393,173.09519184069936,122,2.4,50,1.54,1.237315875613748,11,7,17,8,48,Toyota,RAV4,New,SUV,White,1.845,1.67,4.265713213514357
img_1676.jpg,2.32,1363.8175048828125,949.2984008789062,2647.92919921875,1964.0714111328125,0.9121973514556884,2.0,1284.1116943359375,1014.7730102539062,2005.8733520507812,1456.6849060058594,1059.9285888671875,56.23440781468254,54.33002777777778,48.39398055555556,182.7223326706428,174.51449588922543,122,2.4,50,1.54,1.237315875613748,11,7,17,8,57,Toyota,RAV4,New,SUV,White,1.845,1.67,3.861007061177231
img_1677.jpg,4.17,1571.587890625,1197.8072509765625,2358.789794921875,1840.0928955078125,0.8684900999069214,2.0,787.201904296875,642.28564453125,1965.1888427734375,1518.9500732421875,1183.9071044921875,51.28427845621137,54.33002222222223,48.39396944444445,182.88456549935148,170.90471653168174,122,2.4,50,1.54,1.237315875613748,11,7,17,9,10,Toyota,RAV4,New,SUV,White,1.845,1.67,5.095413723535968
img_1680.jpg,5.88,1663.2490234375,1254.4976806640625,2222.646484375,1720.2279052734375,0.7759857177734375,2.0,559.3974609375,465.730224609375,1942.94775390625,1487.36279296875,1303.7720947265625,77.09489366775524,54.33001666666667,48.39402777777778,182.50235825388864,170.1294250920419,122,2.4,50,1.54,1.237315875613748,11,7,17,10,0,Toyota,RAV4,New,SUV,White,1.845,1.67,6.394461742327394
img_1681.jpg,6.55,1701.1285400390625,1362.7152099609375,2214.04150390625,1765.9603271484375,0.8352463245391846,2.0,512.9129638671875,403.2451171875,1957.5850219726562,1564.3377685546875,1258.0396728515625,78.43182820270792,54.330025000000006,48.394019444444446,182.566573556797,168.13314817840222,122,2.4,40,1.54,1.237315875613748,11,7,17,10,11,Toyota,RAV4,New,SUV,White,1.845,1.67,6.801292341838517
img_1684.jpg,3.83,1350.566650390625,1053.6708984375,2184.574951171875,1805.3197021484373,0.7526493668556213,2.0,834.00830078125,751.6488037109373,1767.57080078125,1429.4953002929688,1218.6802978515627,261.77106887167037,54.32962777777778,48.392513888888885,181.36243902439023,189.4291230005516,127,2.4,20,1.54,1.237315875613748,11,7,17,12,49,Toyota,RAV4,New,SUV,White,1.845,1.67,4.916386804040938
img_1685.jpg,3.2,1428.9974365234375,1048.18798828125,2387.192138671875,1915.5975341796875,0.793176531791687,2.0,958.1947021484375,867.4095458984375,1908.0947875976562,1481.8927612304688,1108.4024658203125,112.02669632690453,54.329575000000006,48.39254722222222,181.53422438234105,183.68979649519505,137,2.4,20,1.54,1.237315875613748,11,7,17,13,0,Toyota,RAV4,New,SUV,White,1.845,1.67,4.526157800555249
img_1686.jpg,3.02,1388.8770751953125,1166.3455810546875,2589.91455078125,2198.741455078125,0.8844899535179138,2.0,1201.0374755859375,1032.3958740234375,1989.3958129882812,1682.5435180664062,825.258544921875,172.60612480738087,54.329569444444445,48.39259722222222,181.9647794601712,185.5803070011232,137,2.4,20,1.54,1.237315875613748,11,7,17,13,6,Toyota,RAV4,New,SUV,White,1.845,1.67,3.9962692923223138
img_1687.jpg,2.07,1247.414306640625,1020.0794677734376,2695.555419921875,2271.827880859375,0.8947170376777649,2.0,1448.14111328125,1251.7484130859375,1971.48486328125,1645.9536743164062,752.172119140625,141.1565948156686,54.329547222222224,48.39261111111111,181.75274988044,184.6827393431167,153,2.4,20,1.54,1.237315875613748,11,7,17,13,18,Toyota,RAV4,New,SUV,White,1.845,1.67,3.6395050352430336
img_1688.jpg,3.18,1436.6575927734375,1107.55419921875,2445.19775390625,1977.3330078125,0.7908923029899597,2.0,1008.5401611328125,869.77880859375,1940.9276733398438,1542.443603515625,1046.6669921875,81.0102908597777,54.32955277777778,48.39264166666667,181.64318813716403,185.61779769526248,129,2.4,20,1.54,1.237315875613748,11,7,17,13,39,Toyota,RAV4,New,SUV,White,1.845,1.67,4.395335138193279
img_1690.jpg,4.3,1541.5068359375,1226.90087890625,2293.0234375,1926.525390625,0.8169764876365662,2.0,751.5166015625,699.62451171875,1917.26513671875,1576.713134765625,1097.474609375,118.052374132675,54.32954444444445,48.39264722222222,181.9228508449669,186.4964675658317,126,2.4,20,1.54,1.237315875613748,11,7,17,14,0,Toyota,RAV4,New,SUV,White,1.845,1.67,5.246886404221442
img_1691.jpg,5.04,1590.682861328125,1272.2738037109375,2239.04931640625,1829.6025390625,0.8305286169052124,2.0,648.366455078125,557.3287353515625,1914.8660888671875,1550.9381713867188,1194.3974609375,108.37088710516814,54.32955833333334,48.39263611111111,182.10631741140216,185.3189620758483,122,2.4,20,1.54,1.237315875613748,11,7,17,14,11,Toyota,RAV4,New,SUV,White,1.845,1.67,5.77848077528218
img_1692.jpg,4.64,1656.6822509765625,1283.19775390625,2354.3310546875,1891.3575439453125,0.9030850529670716,2.0,697.6488037109375,608.1597900390625,2005.5066528320312,1587.2776489257812,1132.6424560546875,76.0054916606734,54.32958333333334,48.39269722222223,182.11274480973947,182.3463211308445,151,2.4,20,1.54,1.237315875613748,11,7,17,14,24,Suzuki,GrandVitara,New,SUV,Grey,1.81,1.695,5.436606895104194
img_1696.jpg,2.0,1140.1953125,1012.1105346679688,2666.410888671875,2281.172607421875,0.884282648563385,2.0,1526.215576171875,1269.0620727539062,1903.3031005859375,1646.6415710449219,742.827392578125,175.58172966168223,54.32955833333334,48.3926,181.73073770491803,177.65684496826836,122,2.4,40,1.54,1.237315875613748,11,7,17,15,34,Suzuki,GrandVitara,New,SUV,Grey,1.81,1.695,3.519586987383732
img_1700.jpg,5.0,1542.6280517578125,1284.990234375,2229.16943359375,1889.3038330078125,0.8888604044914246,2.0,686.5413818359375,604.3135986328125,1885.8987426757812,1587.1470336914062,1134.6961669921875,150.24451347706488,54.32957777777778,48.39260555555556,182.40526315789472,186.81586460032625,134,2.4,20,1.54,1.237315875613748,11,7,17,16,28,Suzuki,GrandVitara,New,SUV,Grey,1.81,1.695,5.4937365418795
img_1707.jpg,5.88,1633.6749267578125,1280.4576416015625,2149.330810546875,1723.07177734375,0.8864045739173889,2.0,515.6558837890625,442.6141357421875,1891.5028686523438,1501.7647094726562,1300.92822265625,124.91716009409878,54.32958888888889,48.39281388888889,181.65084798506305,105.0710506424792,1020,2.4,20,1.54,1.237315875613748,11,7,17,18,1,Lada,Samara,Old,Hatch,Light-Grey,1.65,1.402,6.2605574787990586
img_1708.jpg,6.52,1643.895751953125,1379.56494140625,2113.544189453125,1788.267333984375,0.9016600251197816,2.0,469.6484375,408.702392578125,1878.719970703125,1583.9161376953125,1235.732666015625,154.9765701800179,54.32962777777778,48.39273333333333,181.5315743944637,96.670962377884,1170,2.4,20,1.54,1.237315875613748,11,7,17,18,13,Lada,Samara,Old,Hatch,Light-Grey,1.65,1.402,6.6871885514574965
img_1709.jpg,7.17,1674.718994140625,1262.1507568359375,2103.444091796875,1647.1051025390625,0.8928313851356506,2.0,428.72509765625,384.954345703125,1889.08154296875,1454.6279296875,1376.8948974609375,139.28334138415727,54.32961388888889,48.39275,181.57622130665092,82.9755554180333,922,2.4,20,1.54,1.237315875613748,11,7,17,18,20,Lada,Samara,Old,Hatch,Light-Grey,1.65,1.402,7.143620982704716
img_1711.jpg,5.5,1729.1361083984375,1282.564697265625,2280.057861328125,1743.7633056640625,0.8625813126564026,2.0,550.9217529296875,461.1986083984375,2004.5969848632812,1513.1640014648438,1280.2366943359375,11.462270875284501,54.32961388888889,48.39278333333333,181.79365904365903,111.6097736255839,959,2.4,20,1.54,1.237315875613748,11,7,17,18,51,Lada,Samara,Old,Hatch,Light-Grey,1.65,1.402,5.981777289860736
img_1712.jpg,4.45,1725.6175537109375,1390.9775390625,2421.966064453125,1973.3822021484373,0.9156945943832396,2.0,696.3485107421875,582.4046630859373,2073.7918090820312,1682.1798706054688,1050.6177978515627,179.7250165009536,54.32961944444445,48.392808333333335,181.7373540856031,103.58709338929695,1170,2.4,20,1.54,1.237315875613748,11,7,17,19,0,Lada,Samara,Old,Hatch,Light-Grey,1.65,1.402,5.130472719867212
img_1713.jpg,3.96,1601.0269775390625,1095.2857666015625,2394.18505859375,1748.0755615234375,0.9275447130203248,2.0,793.1580810546875,652.789794921875,1997.6060180664062,1421.6806640625,1275.9244384765625,92.17332051935827,54.32971666666667,48.39275,182.07844990548205,78.3428345209818,1065,2.4,20,1.54,1.237315875613748,11,7,17,19,33,Toyota,Camry,New,Sedan,Black,1.82,1.48,5.0285593628927385
img_1714.jpg,3.03,1623.07861328125,1572.2066650390625,2685.3095703125,2430.263671875,0.9290701150894164,2.0,1062.23095703125,858.0570068359375,2154.194091796875,2001.2351684570312,593.736328125,508.3784584959741,54.32973055555556,48.39277777777778,181.63906856403625,80.53408805031447,5988,2.4,20,1.54,1.237315875613748,11,7,17,19,53,Toyota,Camry,New,Sedan,Black,1.82,1.48,4.237451189223019
img_1715.jpg,4.3,1586.5894775390625,1242.9786376953125,2318.631103515625,1835.0142822265625,0.9338838458061218,2.0,732.0416259765625,592.03564453125,1952.6102905273438,1538.9964599609375,1188.9857177734375,68.89894133765966,54.32972222222222,48.39276944444445,181.91924319335487,82.60263066805123,1453,2.4,20,1.54,1.237315875613748,11,7,17,20,16,Toyota,Camry,New,Sedan,Black,1.82,1.48,5.289299136475991
img_2672.heic,2.43,1501.642578125,1177.44921875,2507.304443359375,1976.482421875,0.903346836566925,2.0,1005.661865234375,799.033203125,2004.4735107421875,1576.9658203125,1047.517578125,65.98043470216383,54.30691944444444,48.36174444444445,101.19211576846308,326.5121152586772,13,2.4,1000,1.55,1.03279,12,10,21,11,34,Lada,Series_2112,Old,Hatch,Dark-Grey,1.68,1.42,3.510998750817697
img_2673.heic,3.33,1608.094970703125,1175.4560546875,2334.6083984375,1793.458984375,0.7935962677001953,2.0,726.513427734375,618.0029296875,1971.3516845703125,1484.45751953125,1230.541015625,52.46008293055155,54.30681111111111,48.36151944444445,101.19211576846308,169.99671951886276,13,2.4,1000,1.55,1.03279,12,10,21,11,50,Lada,Series_2112,Old,Hatch,Dark-Grey,1.68,1.42,4.244945484784256
img_2675.heic,4.6,1714.713134765625,1142.6942138671875,2244.053955078125,1635.425537109375,0.670073926448822,2.0,529.3408203125,492.7313232421875,1979.383544921875,1389.0598754882812,1388.574462890625,128.2771959369445,54.30690277777777,48.36181388888889,101.19211576846308,166.85620880004288,13,2.4,1000,1.55,1.03279,12,10,21,12,30,Lada,Series_2112,Old,Hatch,Dark-Grey,1.68,1.42,5.22984634431182
img_2676.heic,5.24,1707.3582763671875,1155.2501220703125,2186.7138671875,1569.771240234375,0.7629268169403076,2.0,479.3555908203125,414.5211181640625,1947.0360717773438,1362.5106811523438,1454.228759765625,164.6301304301127,54.307025,48.361875000000005,101.19211576846308,171.10430916552667,13,2.4,1000,1.55,1.03279,12,10,21,12,51,Lada,Series_2112,Old,Hatch,Dark-Grey,1.68,1.42,5.608265816607253
img_2678.heic,6.16,1745.2235107421875,1264.6678466796875,2151.799560546875,1650.0107421875,0.7429822087287903,2.0,406.5760498046875,385.3428955078125,1948.5115356445312,1457.3392944335938,1373.9892578125,86.84748444299773,54.30685555555555,48.36178611111112,101.86267543080476,176.13719943422913,13,2.4,1000,1.55,1.03279,12,10,21,13,10,Lada,Series_2112,Old,Hatch,Dark-Grey,1.68,1.42,6.325621744999582
img_2680.heic,7.33,1832.394287109375,1229.688720703125,2173.8837890625,1531.283447265625,0.5009887218475342,2.0,341.489501953125,301.5947265625,2003.1390380859375,1380.486083984375,1492.716552734375,132.14126701042272,54.30693333333333,48.36183611111111,101.20401757689892,168.86492922344226,13,2.4,1000,1.55,1.03279,12,10,21,13,32,Lada,Series_2112,Old,Hatch,Dark-Grey,1.68,1.42,7.226149404610648
img_2681.heic,2.55,1541.53564453125,1131.881103515625,2498.69189453125,1903.821533203125,0.8876551985740662,2.0,957.15625,771.9404296875,2020.11376953125,1517.851318359375,1120.178466796875,7.152693639392071,54.30704166666666,48.3619,101.19214639725506,316.4709167054444,25,2.4,1250,1.55,1.03279,12,10,21,13,53,Nissan,Almera,Old,Sedan,Black,1.71,1.44,3.6436391210640715
